,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
4624,1858,,,,1888,,,,,A Shepherdess and Her Flock Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-23346-001.jpg,Anton Mauve,"Dutch, Zaandam 1838–1888 Arnhem",,,,
4625,1789,,,,1793,,,,,"Conversation Piece Drawing Pen and gray ink, brush and gray wash","Pen and gray ink, brush and gray wash",https://images.metmuseum.org/CRDImages/dp/original/DP805353.jpg,Louis Léopold Boilly,"French, La Bassée 1761–1845 Paris",,,,
4626,1620,,,,1664,,,,,A young sailor and an old man sitting by the sea Print Etching; first state of two,Etching; first state of two,https://images.metmuseum.org/CRDImages/dp/original/DP817532.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
4627,1649,,,,1659,,,,,Hounds Chasing a Stag and a Doe Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP817825.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
4629,1611,,,,1661,,,,,"A Hare, Partridges, and Fruit Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.141.bw.R.jpg,Jan Fyt,"Flemish, 1611–1661",,,,
4632,1799,,,,1799,,,,,"Las Meninas: the family of Philip IV in the foreground with the Infanta Margarita in the centre, Velázquez standing painting at left, the King and Queen reflected in the mirror in the background Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP836960.jpg,Pierre Audouin,"French, Paris 1768–1822 Paris",,,,
4634,1854,,,,1854,,,,,Flirtatiousness Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP874129.jpg,Henri-Charles-Antoine Baron,"French, Besançon 1816–1885 Geneva",,,,
4635,1849,,,,1863,,,,,Meeting of the Hunters Print Lithograph,Lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP874124.jpg,Henri-Charles-Antoine Baron,"French, Besançon 1816–1885 Geneva",,,,
4636,1790,,,,1790,,,,,Title page to the 'Colección de la principales suertes de una corrida de toros' Print Etching on blue paper,Etching on blue paper,https://images.metmuseum.org/CRDImages/dp/original/DP876073.jpg,Antonio Carnicero,"Spanish, 1748–1814",,,,
4637,1696,,,,1770,,,,,Illustration for a Book:  Figures in Conversation in a Garden Drawing Black chalk.   Horizontal and vertical centering lines ruled in faint black chalk,Black chalk.   Horizontal and vertical centering lines ruled in faint black chalk,https://images.metmuseum.org/CRDImages/dp/original/DP812541.jpg,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid",,,,
4638,1540,,,,1566,,,,,Melchizadek offering bread and wine to Abraham Print Etching and engraving; third state,Etching and engraving; third state,https://images.metmuseum.org/CRDImages/dp/original/DP819533.jpg,Battista Franco,"Italian, Venice ca. 1510–1561 Venice",,,,
4640,1784,,,,1788,,,,,Hounds Hunting a Stag Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP823326.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4642,1735,,,,1805,,,,,"A Farmer Entrusting the Plow to His Son Drawing Brush and gray wash, over graphite. Framing lines in pen and brown ink. Squared in graphite.  Verso of mount: figure in brush and gray wash.","Brush and gray wash, over graphite. Framing lines in pen and brown ink. Squared in graphite.  Verso of mount: figure in brush and gray wash.",https://images.metmuseum.org/CRDImages/dp/original/DP213776.jpg,Jean-Baptiste Greuze,"French, Tournus 1725–1805 Paris",,,,
4643,1505,,,,1515,,,,,"The Visitation, from The Life of the Virgin (copy) Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816269.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
4645,1524,,,,1578,,,,,Portrait of a Young Man Painting Oil on wood,Oil on wood,https://images.metmuseum.org/CRDImages/ep/original/ep56.51.bw.R.jpg,Bernardino Detti,"Italian, Pistoia 1498–1571/72 Pistoia",,,,
4646,1667,,,,1670,,,,,"Woman with a Water Pitcher, and a Man by a Bed Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP143173.jpg,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,,,
4648,1779,,,,1779,,,,,"The Château de Versailles Seen from the Gardens Drawing Pen and black ink, watercolor, heightened with white, over traces of graphite","Pen and black ink, watercolor, heightened with white, over traces of graphite",https://images.metmuseum.org/CRDImages/dp/original/DP807393.jpg,"Louis Nicolas de Lespinasse, called the Chevalier de Lespinasse","French, Pouilly-sur-Loire 1734–1808 Paris",,,,
4649,1686,,,,1690,,,,,"Venus and Adonis from a set of Mythological Subjects after Raphael Tapestry Wool, silk, silver thread (21-24 warps per inch, 8 per cm.)","Wool, silk, silver thread (21-24 warps per inch, 8 per cm.)",https://images.metmuseum.org/CRDImages/es/original/DT4750.jpg,Raphael (Raffaello Sanzio or Santi),"Italian, Urbino 1483–1520 Rome",,,,
4650,1470,,,,1482,,,,,Ecce Homo Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP819963.jpg,Martin Schongauer,"German, Colmar ca. 1435/50–1491 Breisach",,,,
4651,1470,,,,1482,,,,,Christ before Annas Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP819960.jpg,Martin Schongauer,"German, Colmar ca. 1435/50–1491 Breisach",,,,
4652,1470,,,,1482,,,,,Ecce Homo Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP819962.jpg,Martin Schongauer,"German, Colmar ca. 1435/50–1491 Breisach",,,,
4653,1755,,,,1775,,,,,Dish Dish Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP144780.jpg,Doccia Porcelain Manufactory,"Italian, 1737–1896",,,,
4654,1465,,,,1480,,,,,The Adoration of the Magi Print Engraving (proof state),Engraving (proof state),https://images.metmuseum.org/CRDImages/dp/original/DP819884.jpg,Martin Schongauer,"German, Colmar ca. 1435/50–1491 Breisach",,,,
4655,1470,,,,1475,,,,,Christ Carrying the Cross Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP820030.jpg,Martin Schongauer,"German, Colmar ca. 1435/50–1491 Breisach",,,,
4656,1747,,,,1749,,,,,Apple stealers Group Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/184029.jpg,Capodimonte Porcelain Manufactory,"Italian, 1740/43–1759",,,,
4657,1753,,,,1758,,,,,Miniature seal Seal Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-470-013.jpg,Chelsea Porcelain Manufactory,"British, 1745–1784, Red Anchor Period, ca. 1753–58",,,,
4658,1750,,,,1760,,,,,Greyhound Toy Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-247-013.jpg,Chelsea Porcelain Manufactory,"British, 1745–1784, Red Anchor Period, ca. 1753–58",,,,
4660,1755,,,,1770,,,,,Man Figure Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-22410-028.jpg,Bow Porcelain Factory,"British, 1747–1776",,,,
4670,1860,,,,1860,,,,,Inside a Foreign Restaurant Print Woodblock print; ink and color on paper,Woodblock print; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DP148009.jpg,Utagawa Yoshikazu,"Japanese, active ca. 1850–70",,,,
4671,1861,,,,1861,,,,,Foreigners Visiting the Famous Site of Mt. Gongen in Kanagawa Print Triptych of woodblock prints; ink and color on paper,Triptych of woodblock prints; ink and color on paper,https://images.metmuseum.org/CRDImages/as/original/DP148020.jpg,Utagawa Yoshikazu,"Japanese, active ca. 1850–70",,,,
4675,1550,,,,1550,,,,,"Hercules and Cerberus, from ""The Labors of Hercules"" Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP836675.jpg,Heinrich Aldegrever,"German, Paderborn ca. 1502–1555/1561 Soest",,,,
4679,1470,,,,1527,,,,,Speculum Romanae Magnificentiae: Apollo Tending the Flocks of Admetus Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP820267.jpg,Marco Dente,"Italian, Ravenna, active by 1515–died 1527 Rome",,,,
4680,1520,,,,1570,,,,,Plate 1: Apuleius changed into a donkey listening to the story told by the old woman spinning Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP824493.jpg,Master of the Die,"Italian, active Rome, ca. 1530–60",,,,
4681,1755,,,,1775,,,,,Boy (one of a pair) Figure Faience (tin-glazed earthenware),Faience (tin-glazed earthenware),https://images.metmuseum.org/CRDImages/es/original/149333.jpg,Niderviller,"French, manufactory established 1735",,,,
4682,1817,,,,1817,,,,,Bouchers de Rome Print Lithograph; second state of two,Lithograph; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP874612.jpg,Théodore Gericault,"French, Rouen 1791–1824 Paris",,,,
4683,1878,,,,1878,,,,,Coming from St. Ives Market Print Etching; proof,Etching; proof,https://images.metmuseum.org/CRDImages/dp/original/DP888815.jpg,Robert Walker Macbeth,"British, Glasgow, Scotland 1848–1910 London",,,,
4684,1780,,,,1780,,,,,In Front of a Shop Hanging scroll Hanging scroll; ink and color on silk,Hanging scroll; ink and color on silk,https://images.metmuseum.org/CRDImages/as/original/DP-24789-002.jpg,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,,,
4686,1778,,,,1778,,,,,The Children of Pomona Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP876478.jpg,François Godefroy,"French, 1743?–1819",,,,
4687,1763,,,,1819,,,,,The Rustic Orpheus Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP874677.jpg,François Godefroy,"French, 1743?–1819",,,,
4688,1864,,,,1864,,,,,The Importunate Friend (The Parables of Our Lord and Saviour Jesus Christ) Print Wood engraving; proof,Wood engraving; proof,https://images.metmuseum.org/CRDImages/dp/original/DP835799.jpg,Sir John Everett Millais,"British, Southampton 1829–1896 London",,,,
4690,1734,,,,1762,,,,,"The Hunter from a set of the Italian Village Scenes Tapestry Wool, silk (21-23 warps per inch, 8-9 per cm.)","Wool, silk (21-23 warps per inch, 8-9 per cm.)",https://images.metmuseum.org/CRDImages/es/original/184320.jpg,François Boucher,"French, Paris 1703–1770 Paris",,,,
4691,1545,,,,1555,,,,,"Neptune from the ""Doria Grotesques"" Tapestry Wool and silk (7-8 warps per cm.)",Wool and silk (7-8 warps per cm.),https://images.metmuseum.org/CRDImages/es/original/DP300281.jpg,Perino del Vaga (Pietro Buonaccorsi),"Italian, Florence 1501–1547 Rome",,,,
4693,1755,,,,1807,,,,,L'Assemblee au Salon Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/MM7186.jpg,François Nicolas Barthélemy Dequevauviller,"French, Abbeville 1745–1807 Paris",,,,
4694,1875,,,,1885,,,,,A group of men with weapons issuing a cry for independence Print Type-metal engraving,Type-metal engraving,https://images.metmuseum.org/CRDImages/dp/original/DP869604.jpg,José Guadalupe Posada,"Mexican, 1851–1913",,,,
4695,1890,,,,1910,,,,,Men  in a tavern standing around a bar Print Type-metal engraving,Type-metal engraving,https://images.metmuseum.org/CRDImages/dp/original/DP869591.jpg,José Guadalupe Posada,"Mexican, 1851–1913",,,,
4696,1905,,,,1915,,,,,"Broadsheet with a ballad about bingo, illustrations of different animals and people Print Zincograph and letterpress on tan paper",Zincograph and letterpress on tan paper,https://images.metmuseum.org/CRDImages/dp/original/DP868549.jpg,José Guadalupe Posada,"Mexican, 1851–1913",,,,
4698,1799,,,,1799,,,,,"Plate 27 from ""Los Caprichos"": Which of them is the more overcome? (Quien mas rendido?) Print Etching, aquatint, drypoint","Etching, aquatint, drypoint",https://images.metmuseum.org/CRDImages/dp/original/DP816963.jpg,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,,,
4699,1832,,,,1832,,,,,Young Man with Bow and Arrow Drawing Graphite; framing lines in graphite,Graphite; framing lines in graphite,https://images.metmuseum.org/CRDImages/dp/original/DP803732.jpg,François Jacques Fleischbein,"German, Godramstein (Bavaria) 1804–1868 New Orleans",,,,
4700,1814,,,,1815,,,,,"Plate 65  from ""The Disasters of War"" (Los Desastres de la Guerra): 'What is this hubbub?' (Qué alboroto es este?) Print Etching, burnished aquatint and/or lavis, burin, burnisher","Etching, burnished aquatint and/or lavis, burin, burnisher",https://images.metmuseum.org/CRDImages/dp/original/DP817461.jpg,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,,,
4702,1579,,,,1629,,,,,"""Hamid Bhakari Punished by Akbar"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album Illustrated  album leaf Ink, opaque watercolor, and gold on paper","Ink, opaque watercolor, and gold on paper",https://images.metmuseum.org/CRDImages/is/original/DT4804.jpg,Abu'l Fazl,"Indian, Agra 1556–1602 Deccan Plateau",,,,
4703,1878,,,,1888,,,,,"Place des Pyramides, Paris Drawing Pen and black ink over graphite",Pen and black ink over graphite,https://images.metmuseum.org/CRDImages/dp/original/DP807767.jpg,Giuseppe De Nittis,"Italian, 1846–1884",,,,
4704,1540,,,,1550,,,,,Melchizadek offering bread and wine to Abraham Print Etching and engraving; first state,Etching and engraving; first state,https://images.metmuseum.org/CRDImages/dp/original/DP822205.jpg,Battista Franco,"Italian, Venice ca. 1510–1561 Venice",,,,
4705,1633,,,,1643,,,,,The Fortune of France Print Etching; second state of two,Etching; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP829685.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
4707,1665,,,,1675,,,,,Paying the Hostess Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP145406.jpg,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,,,
4709,1526,,,,1526,,,,,"Plate 7: Pluto in a niche, holding a bident, with Cerberus next to him, from ""Mythological Gods and Goddesses"" Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP830883.jpg,Giovanni Jacopo Caraglio,"Italian, Parma or Verona ca. 1500/1505–1565 Krakow (?)",,,,
4711,1730,,,,1765,,,,,Winter (one of a set of four) Relief Marble,Marble,https://images.metmuseum.org/CRDImages/es/original/DP-770-001.jpg,Edme Bouchardon,"French, Chaumont 1698–1762 Paris",,,,
4712,1811,,,,1811,,,,,"Minerva Protecting the Young King of Rome Relief Relief: plaster, painted to resemble yellowish stone; frame: green marbleized wood","Relief: plaster, painted to resemble yellowish stone; frame: green marbleized wood",https://images.metmuseum.org/CRDImages/es/original/DP370269.jpg,Joseph-Antoine Romagnési,"French, Paris ca. 1782–1852 Paris",,,,
4714,1600,,,,1615,,,,,"Diana Hunting and Proserpina in the Underworld Plaque Painted enamel on copper, partly gilded and silvered; gilt metal","Painted enamel on copper, partly gilded and silvered; gilt metal",https://images.metmuseum.org/CRDImages/es/original/ES1026.jpg,Master I. D. C.,active second half of the 16th century,,,,
4715,1715,,,,1735,,,,,"Shepherd and shepherdess in a landscape Goblet Glass, enamel lampwork","Glass, enamel lampwork",https://images.metmuseum.org/CRDImages/es/original/ES5277.jpg,Johann Heinrich Meyer,"1680–1752, Dresden",,,,
4718,1776,,,,1794,,,,,Seated woman and the infant Hercules Figure group Hard-paste biscuit porcelain,Hard-paste biscuit porcelain,https://images.metmuseum.org/CRDImages/es/original/DP354257.jpg,Dihl et Guérhard,"French, 1781–ca. 1824",,,,
4722,1550,,,,1755,,,,,"Crossbow (Halbe Rüstung) with Winder (Cranequin) Crossbow (Halbe rüstung) with winder (Cranequin) Steel, wood (walnut), staghorn, copper alloy, hemp, leather, silk, gold, iron alloy, wool","Steel, wood (walnut), staghorn, copper alloy, hemp, leather, silk, gold, iron alloy, wool",https://images.metmuseum.org/CRDImages/aa/original/DP295989.jpg,Johann Gottfried Hänisch the Elder,"German, Dresden 1696–1778",,,,
4723,1585,,,,1655,,,,,"Wheellock Rifle Wheellock rifle Steel, gold, wood (fruitwood), ivory, horn","Steel, gold, wood (fruitwood), ivory, horn",https://images.metmuseum.org/CRDImages/aa/original/LC-14_25_1396-005.jpg,Daniel Sadeler,"German, Munich, recorded 1602–32",,,,
4724,1585,,,,1655,,,,,"Wheellock Rifle Wheellock rifle Steel, gold, wood (ebony, fruitwood), ivory, horn","Steel, gold, wood (ebony, fruitwood), ivory, horn",https://images.metmuseum.org/CRDImages/aa/original/20382.jpg,Daniel Sadeler,"German, Munich, recorded 1602–32",,,,
4725,1742,,,,1742,,,,,"Crossbow (Halbe Rüstung) with Winder (Cranequin) Crossbow (Halbe rüstung) with winder (cranequin) Steel, wood, staghorn, copper alloy, hemp, wool, gold, iron alloy","Steel, wood, staghorn, copper alloy, hemp, wool, gold, iron alloy",https://images.metmuseum.org/CRDImages/aa/original/DP282589.jpg,Johann Gottfried Hänisch the Elder,"German, Dresden 1696–1778",,,,
4727,1759,,,,1760,,,,,"Snuffbox Snuffbox, painting Gold, enamel, gem stones","Gold, enamel, gem stones",https://images.metmuseum.org/CRDImages/es/original/DP-25120-013.jpg,Mathieu Coiny fils,"born 1723, master 1755, recorded 1788",,,,
4729,1603,,,,1611,,,,,Diana with a Hound Statuette Bronze,Bronze,https://images.metmuseum.org/CRDImages/es/original/215924.jpg,Barthélemy Prieur,"French, Berzieux ca. 1536–1611 Paris",,,,
4730,1615,,,,1675,,,,,"Wheellock Rifle Wheellock rifle Steel, gold, fruitwood, staghorn, bone","Steel, gold, fruitwood, staghorn, bone",https://images.metmuseum.org/CRDImages/aa/original/DP273708.jpg,Caspar Spät,"German, Munich, ca. 1611–1691",,,,
4733,1871,,,,1887,,,,,Plaque Plaque Parian porcelain,Parian porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP253328.jpg,Ott and Brewer,"American, Trenton, New Jersey, 1871–1893",,,,
4735,1873,,,,1876,,,,,Sleeve Button Sleeve button Porcelain,Porcelain,https://images.metmuseum.org/CRDImages/ad/original/ADA5686.jpg,Union Porcelain Works,1863–1922,,,,
4736,1873,,,,1876,,,,,Sleeve Button Sleeve button Porcelain,Porcelain,https://images.metmuseum.org/CRDImages/ad/original/ADA5685.jpg,Union Porcelain Works,1863–1922,,,,
4737,1825,,,,1830,,,,,"Tumbler Tumbler Blown, cut, and engraved glass","Blown, cut, and engraved glass",https://images.metmuseum.org/CRDImages/ad/original/DP207847.jpg,"Bakewell, Page & Bakewell",1808–1882,,,,
4758,1605,,,,1678,,,,,"The Banquet of Anthony and Cleopatra Drawing Pen and brown ink, watercolor, heightened with white gouache, over black chalk","Pen and brown ink, watercolor, heightened with white gouache, over black chalk",https://images.metmuseum.org/CRDImages/dp/original/DP820065.jpg,Jacob Jordaens,"Flemish, Antwerp 1593–1678 Antwerp",,,,
4759,1559,,,,1559,,,,,"Jonadab Counselling Amnon, plate 1 from ""The Story of Tamar and Amnon"" Print Engraving; first state of three",Engraving; first state of three,https://images.metmuseum.org/CRDImages/dp/original/DP873199.jpg,Philips Galle,"Netherlandish, Haarlem 1537–1612 Antwerp",,,,
4760,1530,,,,1540,,,,,"Four putti, two embracing in front of a large garland, two behind, the one at left holding an arrow, the one at right a bow, from a series of tapestries made for Leo X Print Engraving; first state",Engraving; first state,https://images.metmuseum.org/CRDImages/dp/original/DP824479.jpg,Master of the Die,"Italian, active Rome, ca. 1530–60",,,,
4761,1876,,,,1876,,,,,Portrait of Comte Lepic Print Drypoint; seventh state of seven,Drypoint; seventh state of seven,https://images.metmuseum.org/CRDImages/dp/original/DP881299.jpg,Marcellin Desboutin,"French, Cérilly 1823–1902 Nice",,,,
4762,1879,,,,1879,,,,,Portrait of Madame Hector de Callias (Nina de Villart) Print Drypoint,Drypoint,https://images.metmuseum.org/CRDImages/dp/original/DP881289.jpg,Marcellin Desboutin,"French, Cérilly 1823–1902 Nice",,,,
4763,1514,,,,1514,,,,,Melencolia I Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP820348.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
4765,1816,,,,1816,,,,,"Plate 21, from ""World in Miniature"" Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884056.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4766,1600,,,,1615,,,,,Pluto and Cerberus Statuette group Bronze,Bronze,https://images.metmuseum.org/CRDImages/es/original/DP158211.jpg,Giovanni Battista di Jacopo,"Italian, Florence 1494–1540 Fontainebleau",,,,
4767,1766,,,,1766,,,,,"Automaton in the form of a chariot pushed by a Chinese attendant and set with a clock Automaton Case: gold with diamonds and paste jewels set in silver, pearls; Dial: white enamel; Movement: partly gilded brass and steel, wheel balance and cock of silver set with paste jewels","Case: gold with diamonds and paste jewels set in silver, pearls; Dial: white enamel; Movement: partly gilded brass and steel, wheel balance and cock of silver set with paste jewels",https://images.metmuseum.org/CRDImages/es/original/DP346439.jpg,James Cox,"British, ca. 1723–1800",,,,
4772,1765,,,,1775,,,,,Vase (vase cannelés à bandeau) (one of a pair) Vase Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES4342.jpg,Sèvres Manufactory,"French, 1740–present",,,,
4773,1730,,,,1765,,,,,Dead stag and a hound Statuette group Polychromed and gilded wood,Polychromed and gilded wood,https://images.metmuseum.org/CRDImages/es/original/ES5321.jpg,Ferdinand Tietz,"Austrian, 1708–1777",,,,
4774,1730,,,,1740,,,,,"Vase Vase Hard-paste porcelain decorated in polychrome enamels, gold","Hard-paste porcelain decorated in polychrome enamels, gold",https://images.metmuseum.org/CRDImages/es/original/DP168387.jpg,Meissen Manufactory,"German, 1710–present",,,,
4775,1736,,,,1746,,,,,Hunting cup with cover Hunting cup with cover Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP155629.jpg,Meissen Manufactory,"German, 1710–present",,,,
4776,1770,,,,1785,,,,,Shepherd Couple Group Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES4137.jpg,Royal Porcelain Manufactory,"Danish, 1775–present",,,,
4777,1755,,,,1765,,,,,"Hunters with attendant Group Hard-paste porcelain, gilt bronze","Hard-paste porcelain, gilt bronze",https://images.metmuseum.org/CRDImages/es/original/ES6305.jpg,Höchst Manufactory,"German, 1746–1796",,,,
4778,1755,,,,1765,,,,,Beggar Figure Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6434.jpg,Nymphenburg Porcelain Manufactory,"German, 1747–present",,,,
4779,1755,,,,1765,,,,,Hunters with Hounds Group Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6306.jpg,Höchst Manufactory,"German, 1746–1796",,,,
4780,1735,,,,1745,,,,,Harlequin with pug as hurdy-gurdy Figure Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6393.jpg,Meissen Manufactory,"German, 1710–present",,,,
4783,1768,,,,1778,,,,,"Tomyris with the Head of Cyrus Group Hard-paste porcelain decorataed in polychrome enamels, gold","Hard-paste porcelain decorataed in polychrome enamels, gold",https://images.metmuseum.org/CRDImages/es/original/DP238532.jpg,Frankenthal Porcelain Manufactory,German,,,,
4784,1770,,,,1780,,,,,Hunting Couple Group Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6280.jpg,Fulda Pottery and Porcelain Manufactory,"German, 1764–1789",,,,
4785,1770,,,,1780,,,,,The Sleeping Shepherdess Group Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6282.jpg,Fulda Pottery and Porcelain Manufactory,"German, 1764–1789",,,,
4786,1755,,,,1765,,,,,Hunter with Hounds Group Hard-paste porcelain,Hard-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/ES6307.jpg,Höchst Manufactory,"German, 1746–1796",,,,
4787,1745,,,,1755,,,,,Kitty Clive Figure Soft-paste porcelain,Soft-paste porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-14759-051.jpg,Bow Porcelain Factory,"British, 1747–1776",,,,
4788,1734,,,,1762,,,,,"The Collation from a set of the Italian Village Scenes Tapestry Wool, silk (21-23 warps per inch, 8-9 per cm.)","Wool, silk (21-23 warps per inch, 8-9 per cm.)",https://images.metmuseum.org/CRDImages/es/original/DT201076.jpg,François Boucher,"French, Paris 1703–1770 Paris",,,,
4795,1799,,,,1799,,,,,"Fidelity, the Mother of Constant Love Statuette group Terracotta",Terracotta,https://images.metmuseum.org/CRDImages/es/original/DT8438.jpg,Augustin Pajou,"French, Paris 1730–1809 Paris",,,,
4796,1790,,,,1800,,,,,"Paris Statuette Terracotta, marble base","Terracotta, marble base",https://images.metmuseum.org/CRDImages/es/original/DT6228.jpg,Jacques-Edmé Dumont,Paris 1761–1844,,,,
4798,1849,,,,1858,,,,,Standing poodle Figure Earthenware,Earthenware,https://images.metmuseum.org/CRDImages/ad/original/DP207939.jpg,United States Pottery Company,1852–58,,,,
4799,1752,,,,1762,,,,,The Lottery Group Soft-paste biscuit porcelain,Soft-paste biscuit porcelain,https://images.metmuseum.org/CRDImages/es/original/DP-20002-001.jpg,Sèvres Manufactory,"French, 1740–present",,,,
4801,1751,,,,1751,,,,,Gin Lane Print Etching and engraving; third state of three,Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP825288.jpg,William Hogarth,"British, London 1697–1764 London",,,,
4802,1751,,,,1751,,,,,Gin Lane Print Etching and engraving; third state of three,Etching and engraving; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP825289.jpg,William Hogarth,"British, London 1697–1764 London",,,,
4803,1848,,,,1856,,,,,Paperweight Paperweight Porcelain,Porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP207898.jpg,Charles Cartlidge and Company,1848–1856,,,,
4809,1807,,,,1810,,,,,"Jug Jug Silver, ceramic","Silver, ceramic",https://images.metmuseum.org/CRDImages/ad/original/97784.jpg,John W. Forbes,1781–1864,,,,
4810,1847,,,,1856,,,,,Pitcher Pitcher Earthenware,Earthenware,https://images.metmuseum.org/CRDImages/ad/original/ADA5361.jpg,E. & W. Bennett Pottery,"American, Baltimore, Maryland 1847–1857",,,,
4812,1829,,,,1829,,,,,Pitcher Pitcher Stoneware,Stoneware,https://images.metmuseum.org/CRDImages/ad/original/DP207932.jpg,Daniel Greatbatch,active 1838–ca. 1861,,,,
4813,1846,,,,1846,,,,,Pitcher Pitcher Earthenware,Earthenware,https://images.metmuseum.org/CRDImages/ad/original/DP221215.jpg,"Harker, Taylor and Company",1846–52,,,,
4818,1852,,,,1858,,,,,Pitcher Pitcher Mottled brown earthenware,Mottled brown earthenware,https://images.metmuseum.org/CRDImages/ad/original/DP257683.jpg,United States Pottery Company,1852–58,,,,
4819,1849,,,,1858,,,,,Pitcher Pitcher Mottled brown earthenware,Mottled brown earthenware,https://images.metmuseum.org/CRDImages/ad/original/ADA5479.jpg,United States Pottery Company,1852–58,,,,
4821,1615,,,,1625,,,,,"Diana and the Stag Automaton Partially gilded silver, enamel, jewels (case); iron, wood (movement)","Partially gilded silver, enamel, jewels (case); iron, wood (movement)",https://images.metmuseum.org/CRDImages/es/original/DT2525.jpg,Joachim Friess,"ca. 1579–1620, master 1610",,,,
4822,1813,,,,1813,,,,,"Nobleman Giving Alms to Beggar in Piazza near the Coliseum Drawing Pen and brown ink, brush and brown wash, heightened with white (that has oxidized)","Pen and brown ink, brush and brown wash, heightened with white (that has oxidized)",https://images.metmuseum.org/CRDImages/dp/original/DP819778.jpg,Conrad Martin Metz,"German, Bonn 1749–1827 Rome",,,,
